dataset,run,depth,method,search_strategy,score_profile,candidate_count,candidate_pruned_count,branch_and_bound_fallback_count,nodes_using_greedy_selection,nodes_using_selective_lookahead,branch_and_bound_activation_count,branch_and_bound_avoided_count,cache_activation_count,estimated_work_saved,search_time,path_certified,path_violation_count
"anneal",1,7,cals_compact_explain_antihorn,SelectiveLookahead,SparseCertified,384,0,0,23,4,0,26,48,262,0.015207522000000001,true,0
"anneal",1,7,cals_compact_explain_square2cnf,SelectiveLookahead,SparseCertified,1471,0,0,19,10,0,21,46,360,3.03031885,true,0
"anneal",1,7,cals_compact_explain_affine,SelectiveLookahead,SparseCertified,2156,0,0,23,10,0,25,54,426,0.303439637,true,0
"balance-scale-bin",0,7,cals_horn,SparseLookahead,SparseCertified,2146,1395,0,33,0,33,0,52,1699,0.015427498999999999,true,0
"balance-scale-bin",0,7,cals_antihorn,SparseLookahead,SparseCertified,1796,1211,0,27,0,27,0,40,1419,0.012934473,true,0
"balance-scale-bin",0,7,cals_square2cnf,SparseLookahead,SparseCertified,73470,1188,0,29,0,27,0,44,1450,14.409381955,true,0
"balance-scale-bin",0,7,cals_affine,SparseLookahead,SparseCertified,19582,1110,0,35,0,27,0,56,1560,0.16060044499999998,true,0
"balance-scale-bin",0,7,cals_compact_explain_horn,SelectiveLookahead,SparseCertified,1833,0,0,29,12,0,40,61,327,0.011312902,true,0
"balance-scale-bin",0,7,cals_compact_explain_antihorn,SelectiveLookahead,SparseCertified,1873,0,0,28,10,0,38,58,320,0.011035618,true,0
"balance-scale-bin",0,7,cals_compact_explain_square2cnf,SelectiveLookahead,SparseCertified,33172,0,0,27,14,0,37,67,428,4.818526917,true,0
"balance-scale-bin",0,7,cals_compact_explain_affine,SelectiveLookahead,SparseCertified,12830,0,0,28,15,0,31,68,550,0.10341094499999999,true,0
"balance-scale-bin",1,7,cals_horn,SparseLookahead,SparseCertified,1725,1134,0,35,0,31,0,56,1490,0.013709127,true,0
"balance-scale-bin",1,7,cals_antihorn,SparseLookahead,SparseCertified,1795,1182,0,31,0,31,0,48,1441,0.013725831999999999,true,0
"balance-scale-bin",1,7,cals_square2cnf,SparseLookahead,SparseCertified,52808,1458,0,41,0,37,0,68,1916,17.754353473000002,true,0
"balance-scale-bin",1,7,cals_affine,SparseLookahead,SparseCertified,20306,1198,0,36,0,28,0,58,1674,0.177588562,true,0
"balance-scale-bin",1,7,cals_compact_explain_horn,SelectiveLookahead,SparseCertified,1539,0,0,34,11,0,40,72,456,0.010921308,true,0
"balance-scale-bin",1,7,cals_compact_explain_antihorn,SelectiveLookahead,SparseCertified,1043,0,0,20,6,0,24,43,291,0.007277691,true,0
"balance-scale-bin",1,7,cals_compact_explain_square2cnf,SelectiveLookahead,SparseCertified,22671,0,0,25,13,0,33,61,410,4.969137485,true,0
"balance-scale-bin",1,7,cals_compact_explain_affine,SelectiveLookahead,SparseCertified,13850,0,0,25,15,0,28,62,540,0.109976525,true,0
"car_evaluation-bin",0,7,cals_horn,SparseLookahead,SparseCertified,2163,1324,0,44,0,44,0,74,1699,0.018297343,true,0
"car_evaluation-bin",0,7,cals_antihorn,SparseLookahead,SparseCertified,2214,1358,0,36,0,36,0,58,1702,0.017703792,true,0
"car_evaluation-bin",0,7,cals_square2cnf,SparseLookahead,SparseCertified,72843,1222,0,29,0,27,0,44,1478,14.076061596999999,true,0
"car_evaluation-bin",0,7,cals_affine,SparseLookahead,SparseCertified,9870,1194,0,34,0,26,0,54,1642,0.07314256000000001,true,0
"car_evaluation-bin",0,7,cals_compact_explain_horn,SelectiveLookahead,SparseCertified,1314,0,0,35,4,0,39,69,375,0.011135111999999999,true,0
"car_evaluation-bin",0,7,cals_compact_explain_antihorn,SelectiveLookahead,SparseCertified,1412,0,0,28,4,0,32,55,349,0.010753321,true,0
"car_evaluation-bin",0,7,cals_compact_explain_square2cnf,SelectiveLookahead,SparseCertified,24187,0,0,19,2,0,19,36,256,3.008968067,true,0
"car_evaluation-bin",0,7,cals_compact_explain_affine,SelectiveLookahead,SparseCertified,8080,0,0,22,10,0,24,52,448,0.061446026,true,0
"car_evaluation-bin",1,7,cals_horn,SparseLookahead,SparseCertified,2140,1338,0,41,0,41,0,68,1692,0.017201971,true,0
"car_evaluation-bin",1,7,cals_antihorn,SparseLookahead,SparseCertified,2159,1296,0,40,0,40,0,66,1659,0.017697458,true,0
"car_evaluation-bin",1,7,cals_square2cnf,SparseLookahead,SparseCertified,65939,1183,0,28,0,26,0,42,1439,13.76943919,true,0
"car_evaluation-bin",1,7,cals_affine,SparseLookahead,SparseCertified,9998,1136,0,33,0,25,0,52,1566,0.071984182,true,0
"car_evaluation-bin",1,7,cals_compact_explain_horn,SelectiveLookahead,SparseCertified,1304,0,0,31,2,0,33,60,354,0.010272747,true,0
"car_evaluation-bin",1,7,cals_compact_explain_antihorn,SelectiveLookahead,SparseCertified,1411,0,0,31,4,0,35,61,363,0.010831107999999999,true,0
"car_evaluation-bin",1,7,cals_compact_explain_square2cnf,SelectiveLookahead,SparseCertified,21319,0,0,19,2,0,19,36,272,3.254079028,true,0
"car_evaluation-bin",1,7,cals_compact_explain_affine,SelectiveLookahead,SparseCertified,8118,0,0,21,10,0,23,50,430,0.059650893999999996,true,0
"tic-tac-toe",0,7,cals_horn,SparseLookahead,SparseCertified,1741,1118,0,31,0,25,0,48,1486,0.01830432,true,0
"tic-tac-toe",0,7,cals_antihorn,SparseLookahead,SparseCertified,3110,1891,0,49,0,49,0,84,2442,0.033216893,true,0
"tic-tac-toe",0,7,cals_square2cnf,SparseLookahead,SparseCertified,118402,1652,0,41,0,39,0,68,2106,25.621146087,true,0
"tic-tac-toe",0,7,cals_affine,SparseLookahead,SparseCertified,32790,1762,0,50,0,42,0,86,2454,0.311091608,true,0
"tic-tac-toe",0,7,cals_compact_explain_horn,SelectiveLookahead,SparseCertified,1362,0,0,22,4,0,26,43,272,0.01367755,true,0
"tic-tac-toe",0,7,cals_compact_explain_antihorn,SelectiveLookahead,SparseCertified,2290,0,0,39,9,0,47,81,535,0.022915701,true,0
"tic-tac-toe",0,7,cals_compact_explain_square2cnf,SelectiveLookahead,SparseCertified,47736,0,0,33,5,0,32,64,510,5.66882345,true,0
"tic-tac-toe",0,7,cals_compact_explain_affine,SelectiveLookahead,SparseCertified,21202,0,0,39,19,0,41,95,844,0.208279708,true,0
"tic-tac-toe",1,7,cals_horn,SparseLookahead,SparseCertified,2153,1381,0,32,0,32,0,50,1664,0.022196887999999998,true,0
"tic-tac-toe",1,7,cals_antihorn,SparseLookahead,SparseCertified,2451,1519,0,37,0,37,0,60,1872,0.027387454000000002,true,0
"tic-tac-toe",1,7,cals_square2cnf,SparseLookahead,SparseCertified,104034,1822,0,44,0,41,0,74,2336,26.659686304,true,0
"tic-tac-toe",1,7,cals_affine,SparseLookahead,SparseCertified,35424,1978,0,54,0,46,0,94,2732,0.33871969799999996,true,0
"tic-tac-toe",1,7,cals_compact_explain_horn,SelectiveLookahead,SparseCertified,1363,0,0,19,8,0,27,45,286,0.013642538,true,0
"tic-tac-toe",1,7,cals_compact_explain_antihorn,SelectiveLookahead,SparseCertified,1619,0,0,30,5,0,32,58,397,0.01746219,true,0
"tic-tac-toe",1,7,cals_compact_explain_square2cnf,SelectiveLookahead,SparseCertified,52004,0,0,30,12,0,35,69,534,6.248330578,true,0
"tic-tac-toe",1,7,cals_compact_explain_affine,SelectiveLookahead,SparseCertified,23554,0,0,49,16,0,47,109,978,0.22776471499999998,true,0
