dataset,run,depth,method,predicate_mask_hits,predicate_mask_misses,candidate_hits,candidate_misses,subtree_hits,subtree_misses,incompatible_subtree_reuse
"horn_chain__noise_05",0,4,unary,57,6,0,0,0,27,false
"horn_chain__noise_05",0,4,horn,177,87,0,0,0,21,false
"horn_chain__noise_05",0,4,antihorn,133,81,0,0,0,21,false
"horn_chain__noise_05",0,4,square2cnf,433,1625,0,0,0,17,false
"horn_chain__noise_05",0,4,affine,848,76,0,0,0,25,false
"horn_chain__noise_05",1,4,unary,57,6,0,0,0,27,false
"horn_chain__noise_05",1,4,horn,180,75,0,0,0,23,false
"horn_chain__noise_05",1,4,antihorn,179,87,0,0,0,25,false
"horn_chain__noise_05",1,4,square2cnf,473,1663,0,0,0,17,false
"horn_chain__noise_05",1,4,affine,1002,76,0,0,0,29,false
"horn_chain__noise_05",2,4,unary,53,6,0,0,0,25,false
"horn_chain__noise_05",2,4,horn,163,99,0,0,0,21,false
"horn_chain__noise_05",2,4,antihorn,167,90,0,0,0,19,false
"horn_chain__noise_05",2,4,square2cnf,521,1847,0,0,0,17,false
"horn_chain__noise_05",2,4,affine,1002,76,0,0,0,29,false
"horn_chain__noise_05",3,4,unary,53,6,0,0,0,25,false
"horn_chain__noise_05",3,4,horn,175,87,0,0,0,21,false
"horn_chain__noise_05",3,4,antihorn,188,75,0,0,0,21,false
"horn_chain__noise_05",3,4,square2cnf,595,2110,0,0,0,19,false
"horn_chain__noise_05",3,4,affine,1002,76,0,0,0,29,false
"horn_chain__noise_05",4,4,unary,57,6,0,0,0,27,false
"horn_chain__noise_05",4,4,horn,188,81,0,0,0,25,false
"horn_chain__noise_05",4,4,antihorn,185,69,0,0,0,23,false
"horn_chain__noise_05",4,4,square2cnf,425,1711,0,0,0,17,false
"horn_chain__noise_05",4,4,affine,771,76,0,0,0,23,false
"horn_chain__noise_10",0,4,unary,65,6,0,0,0,31,false
"horn_chain__noise_10",0,4,horn,185,81,0,0,0,21,false
"horn_chain__noise_10",0,4,antihorn,212,78,0,0,0,23,false
"horn_chain__noise_10",0,4,square2cnf,1089,2633,0,0,0,25,false
"horn_chain__noise_10",0,4,affine,1079,76,0,0,0,31,false
"horn_chain__noise_10",1,4,unary,65,6,0,0,0,31,false
"horn_chain__noise_10",1,4,horn,206,78,0,0,0,25,false
"horn_chain__noise_10",1,4,antihorn,209,81,0,0,0,23,false
"horn_chain__noise_10",1,4,square2cnf,758,2398,0,0,0,25,false
"horn_chain__noise_10",1,4,affine,1079,76,0,0,0,31,false
"horn_chain__noise_10",2,4,unary,61,6,0,0,0,29,false
"horn_chain__noise_10",2,4,horn,192,81,0,0,0,25,false
"horn_chain__noise_10",2,4,antihorn,166,81,0,0,0,21,false
"horn_chain__noise_10",2,4,square2cnf,953,2432,0,0,0,23,false
"horn_chain__noise_10",2,4,affine,1002,76,0,0,0,29,false
"horn_chain__noise_10",3,4,unary,65,6,0,0,0,31,false
"horn_chain__noise_10",3,4,horn,203,87,0,0,0,27,false
"horn_chain__noise_10",3,4,antihorn,185,78,0,0,0,23,false
"horn_chain__noise_10",3,4,square2cnf,843,2542,0,0,0,23,false
"horn_chain__noise_10",3,4,affine,1079,76,0,0,0,31,false
"horn_chain__noise_10",4,4,unary,61,6,0,0,0,29,false
"horn_chain__noise_10",4,4,horn,193,72,0,0,0,25,false
"horn_chain__noise_10",4,4,antihorn,212,78,0,0,0,23,false
"horn_chain__noise_10",4,4,square2cnf,733,2319,0,0,0,21,false
"horn_chain__noise_10",4,4,affine,1079,76,0,0,0,31,false
"horn_simple__noise_00",0,4,unary,7,6,0,0,0,5,false
"horn_simple__noise_00",0,4,horn,1,30,0,0,0,3,false
"horn_simple__noise_00",0,4,antihorn,1,30,0,0,0,3,false
"horn_simple__noise_00",0,4,square2cnf,25,312,0,0,0,3,false
"horn_simple__noise_00",0,4,affine,232,76,0,0,0,9,false
"horn_simple__noise_00",1,4,unary,7,6,0,0,0,5,false
"horn_simple__noise_00",1,4,horn,1,30,0,0,0,3,false
"horn_simple__noise_00",1,4,antihorn,1,30,0,0,0,3,false
"horn_simple__noise_00",1,4,square2cnf,25,312,0,0,0,3,false
"horn_simple__noise_00",1,4,affine,232,76,0,0,0,9,false
"horn_simple__noise_00",2,4,unary,7,6,0,0,0,5,false
"horn_simple__noise_00",2,4,horn,1,30,0,0,0,3,false
"horn_simple__noise_00",2,4,antihorn,1,30,0,0,0,3,false
"horn_simple__noise_00",2,4,square2cnf,25,312,0,0,0,3,false
"horn_simple__noise_00",2,4,affine,232,76,0,0,0,9,false
"horn_simple__noise_00",3,4,unary,7,6,0,0,0,5,false
"horn_simple__noise_00",3,4,horn,1,30,0,0,0,3,false
"horn_simple__noise_00",3,4,antihorn,1,30,0,0,0,3,false
"horn_simple__noise_00",3,4,square2cnf,25,312,0,0,0,3,false
"horn_simple__noise_00",3,4,affine,232,76,0,0,0,9,false
"horn_simple__noise_00",4,4,unary,7,6,0,0,0,5,false
"horn_simple__noise_00",4,4,horn,1,30,0,0,0,3,false
"horn_simple__noise_00",4,4,antihorn,1,30,0,0,0,3,false
"horn_simple__noise_00",4,4,square2cnf,25,312,0,0,0,3,false
"horn_simple__noise_00",4,4,affine,232,76,0,0,0,9,false
"horn_simple__noise_05",0,4,unary,57,6,0,0,0,27,false
"horn_simple__noise_05",0,4,horn,134,78,0,0,0,19,false
"horn_simple__noise_05",0,4,antihorn,143,78,0,0,0,17,false
"horn_simple__noise_05",0,4,square2cnf,693,1945,0,0,0,21,false
"horn_simple__noise_05",0,4,affine,1002,76,0,0,0,29,false
"horn_simple__noise_05",1,4,unary,53,6,0,0,0,25,false
"horn_simple__noise_05",1,4,horn,188,87,0,0,0,21,false
"horn_simple__noise_05",1,4,antihorn,208,78,0,0,0,21,false
"horn_simple__noise_05",1,4,square2cnf,773,2109,0,0,0,21,false
"horn_simple__noise_05",1,4,affine,1002,76,0,0,0,29,false
"horn_simple__noise_05",2,4,unary,57,6,0,0,0,27,false
"horn_simple__noise_05",2,4,horn,159,75,0,0,0,23,false
"horn_simple__noise_05",2,4,antihorn,159,75,0,0,0,23,false
"horn_simple__noise_05",2,4,square2cnf,778,1654,0,0,0,21,false
"horn_simple__noise_05",2,4,affine,1002,76,0,0,0,29,false
"horn_simple__noise_05",3,4,unary,53,6,0,0,0,25,false
"horn_simple__noise_05",3,4,horn,162,96,0,0,0,23,false
"horn_simple__noise_05",3,4,antihorn,221,81,0,0,0,25,false
"horn_simple__noise_05",3,4,square2cnf,696,2129,0,0,0,23,false
"horn_simple__noise_05",3,4,affine,1002,76,0,0,0,29,false
"horn_simple__noise_05",4,4,unary,57,6,0,0,0,27,false
"horn_simple__noise_05",4,4,horn,177,75,0,0,0,21,false
"horn_simple__noise_05",4,4,antihorn,167,81,0,0,0,21,false
"horn_simple__noise_05",4,4,square2cnf,680,1829,0,0,0,23,false
"horn_simple__noise_05",4,4,affine,1002,76,0,0,0,29,false
"horn_simple__noise_10",0,4,unary,61,6,0,0,0,29,false
"horn_simple__noise_10",0,4,horn,200,96,0,0,0,23,false
"horn_simple__noise_10",0,4,antihorn,184,93,0,0,0,23,false
"horn_simple__noise_10",0,4,square2cnf,1075,2378,0,0,0,23,false
"horn_simple__noise_10",0,4,affine,1079,76,0,0,0,31,false
"horn_simple__noise_10",1,4,unary,65,6,0,0,0,31,false
"horn_simple__noise_10",1,4,horn,210,87,0,0,0,27,false
"horn_simple__noise_10",1,4,antihorn,185,90,0,0,0,23,false
"horn_simple__noise_10",1,4,square2cnf,886,2660,0,0,0,25,false
"horn_simple__noise_10",1,4,affine,1079,76,0,0,0,31,false
"horn_simple__noise_10",2,4,unary,65,6,0,0,0,31,false
"horn_simple__noise_10",2,4,horn,211,99,0,0,0,27,false
"horn_simple__noise_10",2,4,antihorn,169,81,0,0,0,21,false
"horn_simple__noise_10",2,4,square2cnf,792,2200,0,0,0,25,false
"horn_simple__noise_10",2,4,affine,1079,76,0,0,0,31,false
"horn_simple__noise_10",3,4,unary,65,6,0,0,0,31,false
"horn_simple__noise_10",3,4,horn,206,93,0,0,0,27,false
"horn_simple__noise_10",3,4,antihorn,180,84,0,0,0,23,false
"horn_simple__noise_10",3,4,square2cnf,972,2496,0,0,0,25,false
"horn_simple__noise_10",3,4,affine,1079,76,0,0,0,31,false
"horn_simple__noise_10",4,4,unary,65,6,0,0,0,31,false
"horn_simple__noise_10",4,4,horn,191,84,0,0,0,23,false
"horn_simple__noise_10",4,4,antihorn,159,99,0,0,0,21,false
"horn_simple__noise_10",4,4,square2cnf,797,2218,0,0,0,27,false
"horn_simple__noise_10",4,4,affine,1079,76,0,0,0,31,false
"square_form_i__noise_00",0,4,unary,27,6,0,0,0,13,false
"square_form_i__noise_00",0,4,horn,79,45,0,0,0,9,false
"square_form_i__noise_00",0,4,antihorn,20,42,0,0,0,5,false
"square_form_i__noise_00",0,4,square2cnf,25,312,0,0,0,3,false
"square_form_i__noise_00",0,4,affine,463,76,0,0,0,15,false
"square_form_i__noise_00",1,4,unary,27,6,0,0,0,13,false
"square_form_i__noise_00",1,4,horn,73,51,0,0,0,9,false
"square_form_i__noise_00",1,4,antihorn,14,48,0,0,0,5,false
"square_form_i__noise_00",1,4,square2cnf,25,312,0,0,0,3,false
"square_form_i__noise_00",1,4,affine,463,76,0,0,0,15,false
"square_form_i__noise_00",2,4,unary,27,6,0,0,0,13,false
"square_form_i__noise_00",2,4,horn,73,51,0,0,0,9,false
"square_form_i__noise_00",2,4,antihorn,14,48,0,0,0,5,false
"square_form_i__noise_00",2,4,square2cnf,25,312,0,0,0,3,false
"square_form_i__noise_00",2,4,affine,463,76,0,0,0,15,false
"square_form_i__noise_00",3,4,unary,27,6,0,0,0,13,false
"square_form_i__noise_00",3,4,horn,73,51,0,0,0,9,false
"square_form_i__noise_00",3,4,antihorn,14,48,0,0,0,5,false
"square_form_i__noise_00",3,4,square2cnf,25,312,0,0,0,3,false
"square_form_i__noise_00",3,4,affine,463,76,0,0,0,15,false
"square_form_i__noise_00",4,4,unary,27,6,0,0,0,13,false
"square_form_i__noise_00",4,4,horn,73,51,0,0,0,9,false
"square_form_i__noise_00",4,4,antihorn,14,48,0,0,0,5,false
"square_form_i__noise_00",4,4,square2cnf,25,312,0,0,0,3,false
"square_form_i__noise_00",4,4,affine,463,76,0,0,0,15,false
"square_form_i__noise_05",0,4,unary,61,6,0,0,0,29,false
"square_form_i__noise_05",0,4,horn,171,87,0,0,0,23,false
"square_form_i__noise_05",0,4,antihorn,160,90,0,0,0,21,false
"square_form_i__noise_05",0,4,square2cnf,664,2363,0,0,0,19,false
"square_form_i__noise_05",0,4,affine,1002,76,0,0,0,29,false
"square_form_i__noise_05",1,4,unary,57,6,0,0,0,27,false
"square_form_i__noise_05",1,4,horn,174,82,0,0,0,23,false
"square_form_i__noise_05",1,4,antihorn,136,83,0,0,0,19,false
"square_form_i__noise_05",1,4,square2cnf,573,2113,0,0,0,17,false
"square_form_i__noise_05",1,4,affine,925,76,0,0,0,27,false
"square_form_i__noise_05",2,4,unary,61,6,0,0,0,29,false
"square_form_i__noise_05",2,4,horn,177,84,0,0,0,19,false
"square_form_i__noise_05",2,4,antihorn,152,90,0,0,0,19,false
"square_form_i__noise_05",2,4,square2cnf,551,2222,0,0,0,17,false
"square_form_i__noise_05",2,4,affine,1079,76,0,0,0,31,false
"square_form_i__noise_05",3,4,unary,65,6,0,0,0,31,false
"square_form_i__noise_05",3,4,horn,199,84,0,0,0,23,false
"square_form_i__noise_05",3,4,antihorn,166,93,0,0,0,19,false
"square_form_i__noise_05",3,4,square2cnf,985,2714,0,0,0,23,false
"square_form_i__noise_05",3,4,affine,1079,76,0,0,0,31,false
"square_form_i__noise_05",4,4,unary,65,6,0,0,0,31,false
"square_form_i__noise_05",4,4,horn,196,90,0,0,0,21,false
"square_form_i__noise_05",4,4,antihorn,165,96,0,0,0,19,false
"square_form_i__noise_05",4,4,square2cnf,668,2361,0,0,0,19,false
"square_form_i__noise_05",4,4,affine,1079,76,0,0,0,31,false
"square_form_i__noise_10",0,4,unary,65,6,0,0,0,31,false
"square_form_i__noise_10",0,4,horn,182,90,0,0,0,25,false
"square_form_i__noise_10",0,4,antihorn,187,99,0,0,0,21,false
"square_form_i__noise_10",0,4,square2cnf,1039,2759,0,0,0,25,false
"square_form_i__noise_10",0,4,affine,925,76,0,0,0,27,false
"square_form_i__noise_10",1,4,unary,65,6,0,0,0,31,false
"square_form_i__noise_10",1,4,horn,201,84,0,0,0,23,false
"square_form_i__noise_10",1,4,antihorn,194,90,0,0,0,21,false
"square_form_i__noise_10",1,4,square2cnf,1050,3005,0,0,0,27,false
"square_form_i__noise_10",1,4,affine,1002,76,0,0,0,29,false
"square_form_i__noise_10",2,4,unary,65,6,0,0,0,31,false
"square_form_i__noise_10",2,4,horn,183,78,0,0,0,25,false
"square_form_i__noise_10",2,4,antihorn,204,90,0,0,0,23,false
"square_form_i__noise_10",2,4,square2cnf,753,2274,0,0,0,19,false
"square_form_i__noise_10",2,4,affine,1002,76,0,0,0,29,false
"square_form_i__noise_10",3,4,unary,65,6,0,0,0,31,false
"square_form_i__noise_10",3,4,horn,190,90,0,0,0,27,false
"square_form_i__noise_10",3,4,antihorn,196,96,0,0,0,23,false
"square_form_i__noise_10",3,4,square2cnf,1084,2807,0,0,0,27,false
"square_form_i__noise_10",3,4,affine,1002,76,0,0,0,29,false
"square_form_i__noise_10",4,4,unary,65,6,0,0,0,31,false
"square_form_i__noise_10",4,4,horn,185,87,0,0,0,25,false
"square_form_i__noise_10",4,4,antihorn,210,84,0,0,0,23,false
"square_form_i__noise_10",4,4,square2cnf,839,2547,0,0,0,21,false
"square_form_i__noise_10",4,4,affine,1002,76,0,0,0,29,false
"square_form_ii__noise_00",0,4,unary,23,6,0,0,0,11,false
"square_form_ii__noise_00",0,4,horn,82,42,0,0,0,9,false
"square_form_ii__noise_00",0,4,antihorn,45,48,0,0,0,7,false
"square_form_ii__noise_00",0,4,square2cnf,235,439,0,0,0,5,false
"square_form_ii__noise_00",0,4,affine,540,76,0,0,0,17,false
"square_form_ii__noise_00",1,4,unary,23,6,0,0,0,11,false
"square_form_ii__noise_00",1,4,horn,68,54,0,0,0,9,false
"square_form_ii__noise_00",1,4,antihorn,48,45,0,0,0,7,false
"square_form_ii__noise_00",1,4,square2cnf,133,541,0,0,0,5,false
"square_form_ii__noise_00",1,4,affine,540,76,0,0,0,17,false
"square_form_ii__noise_00",2,4,unary,23,6,0,0,0,11,false
"square_form_ii__noise_00",2,4,horn,68,54,0,0,0,9,false
"square_form_ii__noise_00",2,4,antihorn,48,45,0,0,0,7,false
"square_form_ii__noise_00",2,4,square2cnf,133,541,0,0,0,5,false
"square_form_ii__noise_00",2,4,affine,540,76,0,0,0,17,false
"square_form_ii__noise_00",3,4,unary,23,6,0,0,0,11,false
"square_form_ii__noise_00",3,4,horn,68,54,0,0,0,9,false
"square_form_ii__noise_00",3,4,antihorn,48,45,0,0,0,7,false
"square_form_ii__noise_00",3,4,square2cnf,133,541,0,0,0,5,false
"square_form_ii__noise_00",3,4,affine,540,76,0,0,0,17,false
"square_form_ii__noise_00",4,4,unary,23,6,0,0,0,11,false
"square_form_ii__noise_00",4,4,horn,68,54,0,0,0,9,false
