dataset,run,depth,method,search_strategy,score_profile,candidate_count,candidate_pruned_count,branch_and_bound_fallback_count,nodes_using_greedy_selection,nodes_using_selective_lookahead,branch_and_bound_activation_count,branch_and_bound_avoided_count,cache_activation_count,estimated_work_saved,search_time,path_certified,path_violation_count
"affine_xor3__noise_05",1,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000381527,true,0
"affine_xor3__noise_05",1,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001065916,true,0
"affine_xor3__noise_05",1,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001128307,true,0
"affine_xor3__noise_05",1,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.023183438,true,0
"affine_xor3__noise_05",1,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002301424,true,0
"affine_xor3__noise_05",2,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000384692,true,0
"affine_xor3__noise_05",2,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001086682,true,0
"affine_xor3__noise_05",2,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000990973,true,0
"affine_xor3__noise_05",2,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.02756688,true,0
"affine_xor3__noise_05",2,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002308122,true,0
"affine_xor3__noise_05",3,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000375392,true,0
"affine_xor3__noise_05",3,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00103774,true,0
"affine_xor3__noise_05",3,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001016694,true,0
"affine_xor3__noise_05",3,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.020140065,true,0
"affine_xor3__noise_05",3,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002264446,true,0
"affine_xor3__noise_05",4,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000395042,true,0
"affine_xor3__noise_05",4,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001059961,true,0
"affine_xor3__noise_05",4,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001150329,true,0
"affine_xor3__noise_05",4,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.02585794,true,0
"affine_xor3__noise_05",4,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00222972,true,0
"affine_xor3__noise_10",0,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00037412,true,0
"affine_xor3__noise_10",0,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000961803,true,0
"affine_xor3__noise_10",0,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001134453,true,0
"affine_xor3__noise_10",0,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.02878295,true,0
"affine_xor3__noise_10",0,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002415032,true,0
"affine_xor3__noise_10",1,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000387485,true,0
"affine_xor3__noise_10",1,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000917218,true,0
"affine_xor3__noise_10",1,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001059852,true,0
"affine_xor3__noise_10",1,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.022401069,true,0
"affine_xor3__noise_10",1,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002433973,true,0
"affine_xor3__noise_10",2,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000415836,true,0
"affine_xor3__noise_10",2,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000946346,true,0
"affine_xor3__noise_10",2,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001046103,true,0
"affine_xor3__noise_10",2,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.021858333,true,0
"affine_xor3__noise_10",2,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002362379,true,0
"affine_xor3__noise_10",3,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000408731,true,0
"affine_xor3__noise_10",3,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000856929,true,0
"affine_xor3__noise_10",3,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001082624,true,0
"affine_xor3__noise_10",3,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.025018853,true,0
"affine_xor3__noise_10",3,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002245926,true,0
"affine_xor3__noise_10",4,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000385758,true,0
"affine_xor3__noise_10",4,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000960496,true,0
"affine_xor3__noise_10",4,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001042406,true,0
"affine_xor3__noise_10",4,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.021422332,true,0
"affine_xor3__noise_10",4,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002300132,true,0
"antihorn_chain__noise_00",0,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000182687,true,0
"antihorn_chain__noise_00",0,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00053334,true,0
"antihorn_chain__noise_00",0,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000501929,true,0
"antihorn_chain__noise_00",0,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.005398977,true,0
"antihorn_chain__noise_00",0,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001446551,true,0
"antihorn_chain__noise_00",1,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000158526,true,0
"antihorn_chain__noise_00",1,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.0006162,true,0
"antihorn_chain__noise_00",1,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000402613,true,0
"antihorn_chain__noise_00",1,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.005471085,true,0
"antihorn_chain__noise_00",1,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001532881,true,0
"antihorn_chain__noise_00",2,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000177259,true,0
"antihorn_chain__noise_00",2,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000438751,true,0
"antihorn_chain__noise_00",2,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000405766,true,0
"antihorn_chain__noise_00",2,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.005581373,true,0
"antihorn_chain__noise_00",2,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001568232,true,0
"antihorn_chain__noise_00",3,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000156332,true,0
"antihorn_chain__noise_00",3,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000491595,true,0
"antihorn_chain__noise_00",3,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000435335,true,0
"antihorn_chain__noise_00",3,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.005457707,true,0
"antihorn_chain__noise_00",3,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001495627,true,0
"antihorn_chain__noise_00",4,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000155397,true,0
"antihorn_chain__noise_00",4,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000472094,true,0
"antihorn_chain__noise_00",4,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000402006,true,0
"antihorn_chain__noise_00",4,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.005515155,true,0
"antihorn_chain__noise_00",4,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001507542,true,0
"antihorn_chain__noise_05",0,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000414074,true,0
"antihorn_chain__noise_05",0,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001007496,true,0
"antihorn_chain__noise_05",0,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00109365,true,0
"antihorn_chain__noise_05",0,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.019217441,true,0
"antihorn_chain__noise_05",0,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002508498,true,0
"antihorn_chain__noise_05",1,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000368945,true,0
"antihorn_chain__noise_05",1,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000976059,true,0
"antihorn_chain__noise_05",1,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000977666,true,0
"antihorn_chain__noise_05",1,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.037536033,true,0
"antihorn_chain__noise_05",1,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002297572,true,0
"antihorn_chain__noise_05",2,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000382464,true,0
"antihorn_chain__noise_05",2,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001008447,true,0
"antihorn_chain__noise_05",2,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000981393,true,0
"antihorn_chain__noise_05",2,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.019578807,true,0
"antihorn_chain__noise_05",2,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002182289,true,0
"antihorn_chain__noise_05",3,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000364651,true,0
"antihorn_chain__noise_05",3,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001020004,true,0
"antihorn_chain__noise_05",3,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001000296,true,0
"antihorn_chain__noise_05",3,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.021362735,true,0
"antihorn_chain__noise_05",3,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002314593,true,0
"antihorn_chain__noise_05",4,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00036465,true,0
"antihorn_chain__noise_05",4,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000955992,true,0
"antihorn_chain__noise_05",4,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00102377,true,0
"antihorn_chain__noise_05",4,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.021490082,true,0
"antihorn_chain__noise_05",4,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002479727,true,0
"antihorn_chain__noise_10",0,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000438037,true,0
"antihorn_chain__noise_10",0,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000957019,true,0
"antihorn_chain__noise_10",0,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001089808,true,0
"antihorn_chain__noise_10",0,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.023035848,true,0
"antihorn_chain__noise_10",0,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00235203,true,0
"antihorn_chain__noise_10",1,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000391365,true,0
"antihorn_chain__noise_10",1,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001061221,true,0
"antihorn_chain__noise_10",1,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001086101,true,0
"antihorn_chain__noise_10",1,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.020758203,true,0
"antihorn_chain__noise_10",1,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002547459,true,0
"antihorn_chain__noise_10",2,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000387297,true,0
"antihorn_chain__noise_10",2,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001052511,true,0
"antihorn_chain__noise_10",2,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001145454,true,0
"antihorn_chain__noise_10",2,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.024887065,true,0
"antihorn_chain__noise_10",2,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002282425,true,0
"antihorn_chain__noise_10",3,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000490836,true,0
"antihorn_chain__noise_10",3,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000975138,true,0
"antihorn_chain__noise_10",3,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001080738,true,0
"antihorn_chain__noise_10",3,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.020522656,true,0
"antihorn_chain__noise_10",3,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002348543,true,0
"antihorn_chain__noise_10",4,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00037947,true,0
"antihorn_chain__noise_10",4,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001040502,true,0
"antihorn_chain__noise_10",4,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001094955,true,0
"antihorn_chain__noise_10",4,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.023330556,true,0
"antihorn_chain__noise_10",4,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002381723,true,0
"horn_chain__noise_00",0,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000190646,true,0
"horn_chain__noise_00",0,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000421955,true,0
"horn_chain__noise_00",0,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000483829,true,0
"horn_chain__noise_00",0,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.005666359,true,0
"horn_chain__noise_00",0,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001412252,true,0
"horn_chain__noise_00",1,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00015635,true,0
"horn_chain__noise_00",1,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000409288,true,0
"horn_chain__noise_00",1,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000504014,true,0
"horn_chain__noise_00",1,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00574139,true,0
"horn_chain__noise_00",1,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001510698,true,0
"horn_chain__noise_00",2,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000157838,true,0
"horn_chain__noise_00",2,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000427496,true,0
"horn_chain__noise_00",2,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000656354,true,0
"horn_chain__noise_00",2,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.005603183,true,0
"horn_chain__noise_00",2,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001547544,true,0
"horn_chain__noise_00",3,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000164954,true,0
"horn_chain__noise_00",3,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000389426,true,0
"horn_chain__noise_00",3,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000547933,true,0
"horn_chain__noise_00",3,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.005455554,true,0
"horn_chain__noise_00",3,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001492345,true,0
"horn_chain__noise_00",4,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000154294,true,0
"horn_chain__noise_00",4,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000391831,true,0
"horn_chain__noise_00",4,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00053702,true,0
"horn_chain__noise_00",4,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.005598073,true,0
"horn_chain__noise_00",4,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001517149,true,0
"horn_chain__noise_05",0,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000354437,true,0
"horn_chain__noise_05",0,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000986168,true,0
"horn_chain__noise_05",0,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00093146,true,0
"horn_chain__noise_05",0,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.014048519,true,0
"horn_chain__noise_05",0,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002150479,true,0
"horn_chain__noise_05",1,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000407491,true,0
"horn_chain__noise_05",1,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001018243,true,0
"horn_chain__noise_05",1,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001545369,true,0
"horn_chain__noise_05",1,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.016440924,true,0
"horn_chain__noise_05",1,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00274108,true,0
"horn_chain__noise_05",2,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000378119,true,0
"horn_chain__noise_05",2,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001294499,true,0
"horn_chain__noise_05",2,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001130321,true,0
"horn_chain__noise_05",2,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.019709624,true,0
"horn_chain__noise_05",2,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002542039,true,0
"horn_chain__noise_05",3,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000365491,true,0
"horn_chain__noise_05",3,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00112586,true,0
"horn_chain__noise_05",3,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00110891,true,0
"horn_chain__noise_05",3,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.021282062,true,0
"horn_chain__noise_05",3,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00257566,true,0
"horn_chain__noise_05",4,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00040234,true,0
"horn_chain__noise_05",4,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001158846,true,0
"horn_chain__noise_05",4,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001340406,true,0
"horn_chain__noise_05",4,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.016750789,true,0
"horn_chain__noise_05",4,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002232078,true,0
"horn_chain__noise_10",0,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000427467,true,0
"horn_chain__noise_10",0,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001226925,true,0
"horn_chain__noise_10",0,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001140432,true,0
"horn_chain__noise_10",0,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.026828796,true,0
"horn_chain__noise_10",0,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002837523,true,0
"horn_chain__noise_10",1,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000450063,true,0
"horn_chain__noise_10",1,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00111717,true,0
"horn_chain__noise_10",1,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001170202,true,0
"horn_chain__noise_10",1,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.024992196,true,0
"horn_chain__noise_10",1,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002679659,true,0
"horn_chain__noise_10",2,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00040137,true,0
"horn_chain__noise_10",2,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001177225,true,0
"horn_chain__noise_10",2,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001035363,true,0
"horn_chain__noise_10",2,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.023543556,true,0
"horn_chain__noise_10",2,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002496356,true,0
"horn_chain__noise_10",3,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000417197,true,0
"horn_chain__noise_10",3,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001150264,true,0
"horn_chain__noise_10",3,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001096963,true,0
"horn_chain__noise_10",3,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.025108497,true,0
"horn_chain__noise_10",3,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002684719,true,0
"horn_chain__noise_10",4,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000394283,true,0
"horn_chain__noise_10",4,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001008625,true,0
"horn_chain__noise_10",4,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.001108231,true,0
"horn_chain__noise_10",4,4,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.025249857,true,0
"horn_chain__noise_10",4,4,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00256669,true,0
"horn_simple__noise_00",0,4,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000139496,true,0
"horn_simple__noise_00",0,4,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.000244599,true,0
"horn_simple__noise_00",0,4,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00024586,true,0
