dataset,run,depth,method,search_strategy,score_profile,candidate_count,candidate_pruned_count,branch_and_bound_fallback_count,nodes_using_greedy_selection,nodes_using_selective_lookahead,branch_and_bound_activation_count,branch_and_bound_avoided_count,cache_activation_count,estimated_work_saved,search_time,path_certified,path_violation_count
"HTRU_2-bin",3,7,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,6.148036619,true,0
"HTRU_2-bin",3,7,cals,SparseLookahead,SparseCertified,185414,3315,0,83,0,81,0,152,4428,93.34199805600001,true,0
"HTRU_2-bin",3,7,cals_compact_explain,SelectiveLookahead,SparseCertified,87561,0,0,79,15,0,79,170,1433,21.127555272000002,true,0
"HTRU_2-bin",4,5,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.058197899,true,0
"HTRU_2-bin",4,5,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.110115592,true,0
"HTRU_2-bin",4,5,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.112838277,true,0
"HTRU_2-bin",4,5,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.887121593,true,0
"HTRU_2-bin",4,5,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.371114018,true,0
"HTRU_2-bin",4,5,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,1.655652664,true,0
"HTRU_2-bin",4,5,cals,SparseLookahead,SparseCertified,14405,1591,0,41,0,38,0,68,2071,1.731040434,true,0
"HTRU_2-bin",4,5,cals_compact_explain,SelectiveLookahead,SparseCertified,44756,0,0,32,16,0,32,75,688,14.105607274,true,0
"HTRU_2-bin",4,7,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.091825194,true,0
"HTRU_2-bin",4,7,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.206227038,true,0
"HTRU_2-bin",4,7,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.238058932,true,0
"HTRU_2-bin",4,7,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,2.435003777,true,0
"HTRU_2-bin",4,7,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.878774995,true,0
"HTRU_2-bin",4,7,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,5.19131366,true,0
"HTRU_2-bin",4,7,cals,SparseLookahead,SparseCertified,17382,2951,0,87,0,84,0,160,4083,1.96120933,true,0
"HTRU_2-bin",4,7,cals_compact_explain,SelectiveLookahead,SparseCertified,98764,0,0,80,16,0,79,171,1459,36.09417156,true,0
"HTRU_2-bin",5,5,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.063468722,true,0
"HTRU_2-bin",5,5,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.117665401,true,0
"HTRU_2-bin",5,5,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.12420521,true,0
"HTRU_2-bin",5,5,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,1.096081563,true,0
"HTRU_2-bin",5,5,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.382669707,true,0
"HTRU_2-bin",5,5,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,1.81766051,true,0
"HTRU_2-bin",5,5,cals,SparseLookahead,SparseCertified,76193,1699,0,48,0,37,0,75,2307,33.282302785000006,true,0
"HTRU_2-bin",5,5,cals_compact_explain,SelectiveLookahead,SparseCertified,45404,0,0,30,19,0,32,77,720,13.350511942,true,0
"HTRU_2-bin",5,7,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.108854399,true,0
"HTRU_2-bin",5,7,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.255211816,true,0
"HTRU_2-bin",5,7,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.250139698,true,0
"HTRU_2-bin",5,7,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,3.444161728,true,0
"HTRU_2-bin",5,7,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.844075363,true,0
"HTRU_2-bin",5,7,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,6.7520701370000005,true,0
"HTRU_2-bin",5,7,cals,SparseLookahead,SparseCertified,105234,3319,0,96,0,85,0,171,4665,61.737545759,true,0
"HTRU_2-bin",5,7,cals_compact_explain,SelectiveLookahead,SparseCertified,64605,0,0,80,19,0,82,177,1502,26.438669379,true,0
"HTRU_2-bin",6,5,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.060572992,true,0
"HTRU_2-bin",6,5,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.114000906,true,0
"HTRU_2-bin",6,5,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.118747902,true,0
"HTRU_2-bin",6,5,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,1.032014812,true,0
"HTRU_2-bin",6,5,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.381655088,true,0
"HTRU_2-bin",6,5,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,1.555876813,true,0
"HTRU_2-bin",6,5,cals,SparseLookahead,SparseCertified,81498,1731,0,40,0,38,0,66,2179,39.54032158,true,0
"HTRU_2-bin",6,5,cals_compact_explain,SelectiveLookahead,SparseCertified,45093,0,0,28,18,0,38,75,583,8.317779576,true,0
"HTRU_2-bin",6,7,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.103904456,true,0
"HTRU_2-bin",6,7,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.213213042,true,0
"HTRU_2-bin",6,7,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.234776785,true,0
"HTRU_2-bin",6,7,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,3.265037267,true,0
"HTRU_2-bin",6,7,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.839419717,true,0
"HTRU_2-bin",6,7,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,5.477598606,true,0
"HTRU_2-bin",6,7,cals,SparseLookahead,SparseCertified,164687,3415,0,87,0,85,0,160,4583,94.759845511,true,0
"HTRU_2-bin",6,7,cals_compact_explain,SelectiveLookahead,SparseCertified,69635,0,0,81,18,0,88,180,1415,14.740808142999999,true,0
"HTRU_2-bin",7,5,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.066179672,true,0
"HTRU_2-bin",7,5,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.117384562,true,0
"HTRU_2-bin",7,5,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.123169278,true,0
"HTRU_2-bin",7,5,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,1.06135424,true,0
"HTRU_2-bin",7,5,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.332047285,true,0
"HTRU_2-bin",7,5,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,1.683442326,true,0
"HTRU_2-bin",7,5,cals,SparseLookahead,SparseCertified,65982,1649,0,47,0,35,0,73,2257,20.459593033,true,0
"HTRU_2-bin",7,5,cals_compact_explain,SelectiveLookahead,SparseCertified,36968,0,0,28,19,0,34,73,624,8.073710177,true,0
"HTRU_2-bin",7,7,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.107626883,true,0
"HTRU_2-bin",7,7,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.232701256,true,0
"HTRU_2-bin",7,7,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.260749692,true,0
"HTRU_2-bin",7,7,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,2.967347948,true,0
"HTRU_2-bin",7,7,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.811342274,true,0
"HTRU_2-bin",7,7,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,6.372336016,true,0
"HTRU_2-bin",7,7,cals,SparseLookahead,SparseCertified,118876,3549,0,99,0,87,0,177,4961,41.119490117999995,true,0
"HTRU_2-bin",7,7,cals_compact_explain,SelectiveLookahead,SparseCertified,65567,0,0,80,19,0,85,177,1444,15.747396176999999,true,0
"HTRU_2-bin",8,5,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.060084279,true,0
"HTRU_2-bin",8,5,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.121146206,true,0
"HTRU_2-bin",8,5,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.118938139,true,0
"HTRU_2-bin",8,5,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,1.029376559,true,0
"HTRU_2-bin",8,5,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.378254025,true,0
"HTRU_2-bin",8,5,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,1.591577923,true,0
"HTRU_2-bin",8,5,cals,SparseLookahead,SparseCertified,80994,1795,0,43,0,41,0,72,2291,43.714977339,true,0
"HTRU_2-bin",8,5,cals_compact_explain,SelectiveLookahead,SparseCertified,58637,0,0,34,18,0,40,80,628,15.837251474999999,true,0
"HTRU_2-bin",8,7,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.09791069,true,0
"HTRU_2-bin",8,7,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.24020472,true,0
"HTRU_2-bin",8,7,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.244174613,true,0
"HTRU_2-bin",8,7,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,3.497391094,true,0
"HTRU_2-bin",8,7,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.799422451,true,0
"HTRU_2-bin",8,7,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,4.985365706,true,0
"HTRU_2-bin",8,7,cals,SparseLookahead,SparseCertified,154438,3364,0,93,0,91,0,172,4624,100.721239963,true,0
"HTRU_2-bin",8,7,cals_compact_explain,SelectiveLookahead,SparseCertified,99731,0,0,88,18,0,92,188,1486,36.38965812,true,0
"HTRU_2-bin",9,5,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.059569643,true,0
"HTRU_2-bin",9,5,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.118139716,true,0
"HTRU_2-bin",9,5,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.118972714,true,0
"HTRU_2-bin",9,5,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.994405324,true,0
"HTRU_2-bin",9,5,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.366786255,true,0
"HTRU_2-bin",9,5,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,1.7111084170000002,true,0
"HTRU_2-bin",9,5,cals,SparseLookahead,SparseCertified,75594,1509,0,50,0,34,0,79,2229,36.955179222000005,true,0
"HTRU_2-bin",9,5,cals_compact_explain,SelectiveLookahead,SparseCertified,56207,0,0,29,18,0,37,76,624,17.407538094,true,0
"HTRU_2-bin",9,7,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.103723171,true,0
"HTRU_2-bin",9,7,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.235542994,true,0
"HTRU_2-bin",9,7,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.268504269,true,0
"HTRU_2-bin",9,7,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,3.281377707,true,0
"HTRU_2-bin",9,7,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.799955443,true,0
"HTRU_2-bin",9,7,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,6.265381939,true,0
"HTRU_2-bin",9,7,cals,SparseLookahead,SparseCertified,151831,3402,0,100,0,84,0,179,4901,79.42728137,true,0
"HTRU_2-bin",9,7,cals_compact_explain,SelectiveLookahead,SparseCertified,85600,0,0,79,18,0,82,176,1486,31.054100353,true,0
"IndiansDiabetes-bin",0,5,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.008189993,true,0
"IndiansDiabetes-bin",0,5,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.006403542,true,0
"IndiansDiabetes-bin",0,5,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00692942,true,0
"IndiansDiabetes-bin",0,5,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.067773711,true,0
"IndiansDiabetes-bin",0,5,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.030793612,true,0
"IndiansDiabetes-bin",0,5,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.096142027,true,0
"IndiansDiabetes-bin",0,5,cals,SparseLookahead,SparseCertified,64103,1220,0,34,0,28,0,54,1636,17.965857019,true,0
"IndiansDiabetes-bin",0,5,cals_compact_explain,SelectiveLookahead,SparseCertified,31685,0,0,31,10,0,29,61,512,4.872498033,true,0
"IndiansDiabetes-bin",0,7,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.004275311,true,0
"IndiansDiabetes-bin",0,7,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.010125955,true,0
"IndiansDiabetes-bin",0,7,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.009865399,true,0
"IndiansDiabetes-bin",0,7,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.142052893,true,0
"IndiansDiabetes-bin",0,7,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.058654937,true,0
"IndiansDiabetes-bin",0,7,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.165127921,true,0
"IndiansDiabetes-bin",0,7,cals,SparseLookahead,SparseCertified,72109,1615,0,50,0,44,0,86,2283,29.714809239,true,0
"IndiansDiabetes-bin",0,7,cals_compact_explain,SelectiveLookahead,SparseCertified,38400,0,0,46,10,0,44,91,752,7.658336339,true,0
"IndiansDiabetes-bin",1,5,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002306504,true,0
"IndiansDiabetes-bin",1,5,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.005839123,true,0
"IndiansDiabetes-bin",1,5,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.004882861,true,0
"IndiansDiabetes-bin",1,5,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.048932308,true,0
"IndiansDiabetes-bin",1,5,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.026300746,true,0
"IndiansDiabetes-bin",1,5,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.083174508,true,0
"IndiansDiabetes-bin",1,5,cals,SparseLookahead,SparseCertified,58818,1294,0,44,0,30,0,67,1886,18.342193032,true,0
"IndiansDiabetes-bin",1,5,cals_compact_explain,SelectiveLookahead,SparseCertified,24769,0,0,25,19,0,32,67,560,5.15280708,true,0
"IndiansDiabetes-bin",1,7,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.003850456,true,0
"IndiansDiabetes-bin",1,7,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.009804891,true,0
"IndiansDiabetes-bin",1,7,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00636641,true,0
"IndiansDiabetes-bin",1,7,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.123730856,true,0
"IndiansDiabetes-bin",1,7,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.05208827,true,0
"IndiansDiabetes-bin",1,7,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.16238211,true,0
"IndiansDiabetes-bin",1,7,cals,SparseLookahead,SparseCertified,61302,1825,0,63,0,49,0,105,2715,31.443209261,true,0
"IndiansDiabetes-bin",1,7,cals_compact_explain,SelectiveLookahead,SparseCertified,28405,0,0,46,19,0,53,109,886,8.861098837999998,true,0
"IndiansDiabetes-bin",2,5,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002436636,true,0
"IndiansDiabetes-bin",2,5,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.005420007,true,0
"IndiansDiabetes-bin",2,5,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.005615432,true,0
"IndiansDiabetes-bin",2,5,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.068650823,true,0
"IndiansDiabetes-bin",2,5,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.031364429,true,0
"IndiansDiabetes-bin",2,5,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.084771316,true,0
"IndiansDiabetes-bin",2,5,cals,SparseLookahead,SparseCertified,57099,1231,0,43,0,28,0,65,1823,16.923373172999998,true,0
"IndiansDiabetes-bin",2,5,cals_compact_explain,SelectiveLookahead,SparseCertified,26236,0,0,24,22,0,29,71,672,4.994756282,true,0
"IndiansDiabetes-bin",2,7,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.004265596,true,0
"IndiansDiabetes-bin",2,7,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.009863498,true,0
"IndiansDiabetes-bin",2,7,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.010246795,true,0
"IndiansDiabetes-bin",2,7,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.137996195,true,0
"IndiansDiabetes-bin",2,7,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.065323669,true,0
"IndiansDiabetes-bin",2,7,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.162000609,true,0
"IndiansDiabetes-bin",2,7,cals,SparseLookahead,SparseCertified,71227,1632,0,56,0,41,0,91,2422,25.826597973,true,0
"IndiansDiabetes-bin",2,7,cals_compact_explain,SelectiveLookahead,SparseCertified,31670,0,0,40,22,0,45,103,927,7.824835755,true,0
"IndiansDiabetes-bin",3,5,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.002358461,true,0
"IndiansDiabetes-bin",3,5,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00545096,true,0
"IndiansDiabetes-bin",3,5,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.005911974,true,0
"IndiansDiabetes-bin",3,5,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.052151024,true,0
"IndiansDiabetes-bin",3,5,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.028611093,true,0
"IndiansDiabetes-bin",3,5,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.088894514,true,0
"IndiansDiabetes-bin",3,5,cals,SparseLookahead,SparseCertified,67425,1370,0,34,0,31,0,54,1728,17.777909646,true,0
"IndiansDiabetes-bin",3,5,cals_compact_explain,SelectiveLookahead,SparseCertified,30023,0,0,26,18,0,31,67,576,5.203310111,true,0
"IndiansDiabetes-bin",3,7,unary,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.00418526,true,0
"IndiansDiabetes-bin",3,7,horn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.009664021,true,0
"IndiansDiabetes-bin",3,7,antihorn,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.009370968,true,0
"IndiansDiabetes-bin",3,7,square2cnf,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.099943908,true,0
"IndiansDiabetes-bin",3,7,affine,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.062241044,true,0
"IndiansDiabetes-bin",3,7,smart_certified,Greedy,InformationGain,0,0,0,0,0,0,0,0,0,0.157618214,true,0
"IndiansDiabetes-bin",3,7,cals,SparseLookahead,SparseCertified,75215,1890,0,53,0,50,0,92,2551,31.581809151999998,true,0
